Description,Name,UNII,SMILES,Target name,Target uniprot,Target gene name,Approved
"G207 is cancer-killing viruses, so-called oncolytic viruses, for the treatment of various forms of cancer developed by MediGene AG. These viruses are specific herpes simplex viruses, or HSVs, generally known as the cause of cold sores. MediGene uses these viruses, however, in a modified and ""disarmed"" form in order to make them utilizable as a therapeutic agent in humans.",G207,,,"","","",false
"ER modulator, ERA-923(Pipendoxifene) is a estrogen receptor modulator being evaluated for the treatment of breast cancer. Pipendoxifene is a new 2-phenyl indole selective estrogen receptor modulators (SERM )that exhibits an excellent preclinical pharmacological profile and was selected for further development as a treatment for metastatic breast cancer.",Pipendoxifene,TPC5Q8496G,CC1=C(N(CC2=CC=C(OCCN3CCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,"Integrase, catalytic core",Q81ZL8,"",false
"MediGene's newly acquired drug candidates MBT-0312 aim at a novel method of cancer therapy by ""starving out"" tumors. ",MBT-0312,,,"","","",false
Glucoraphanin is under investigation in clinical trial NCT01879878 (Pilot Study Evaluating Broccoli Sprouts in Advanced Pancreatic Cancer [POUDER Trial]).,Glucoraphanin,Q86A197713,C[S+]([O-])CCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/OS(O)(=O)=O,"","","",false
Necuparanib is under investigation in clinical trial NCT01621243 (M402 in Combination With Nab-paclitaxel and Gemcitabine in Pancreatic Cancer).,Necuparanib,ULS0NT2D68,,"","","",false
Niraparib is an orally active PARP inhibitor developed by Tesaro to treat ovarian cancer. FDA approval on March 2017.,Niraparib,HMC2H89N35,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,Poly [ADP-ribose] polymerase 1; Poly [ADP-ribose] polymerase 2; Carboxylesterase; Beta-glucuronidase,P09874; Q9UGN5; Q6LAP9; P08236,PARP1; PARP2; CES1A1a; GUSB,true
"Sapanisertib has been used in trials studying the treatment of HCC, Solid Tumor, Gliosarcoma, Liver Cancer, and Glioblastoma, among others.",Sapanisertib,JGH0DF1U03,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1,"","","",false
"Soblidotin has been used in trials studying the treatment of Sarcoma, Lung Cancer, and Unspecified Adult Solid Tumor, Protocol Specific.",Soblidotin,DQC51A0WQH,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,"","","",false
Mk 0752 is under investigation in clinical trial NCT00572182 (MK0752 in Treating Young Patients With Recurrent or Refractory CNS Cancer).,MK-0752,9JD9B4S53T,OC(=O)CC[C@H]1CC[C@@](CC1)(C1=C(F)C=CC(F)=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,Gamma-secretase subunit APH-1A,Q96BI3,APH1A,false
ONC-201 is under investigation in clinical trial NCT03394027 (ONC201 in Recurrent/Refractory Metastatic Breast Cancer and Advanced Endometrial Carcinoma).,ONC-201,9U35A31JAI,CC1=CC=CC=C1CN1C2=NCCN2C2=C(CN(CC3=CC=CC=C3)CC2)C1=O,"","","",false
Aglatimagene besadenovec is under investigation in clinical trial NCT00638612 (AdV-tk Therapy With Surgery and Chemoradiation for Pancreas Cancer (PaTK01)).,Aglatimagene besadenovec,5Z72SSS34W,,"","","",false
"MX6 is adamantyl group derivatives containing retinoid-related compounds induce apoptosis of cancer cells and therefore may be used for the treatment of cancer, including advanced cancer. More specifically, it has been shown that such adamantyl compounds, e.g., 6-[3-(1-adamantyl)-4-methoxyphenyl]-2-naphthoic acid, 2-[3-(1-adamantyl)-4-methoxyphenyl]-5-benzimidazole carboxylic acid, and 6-[3-(1-adamantyl)-4,5-methylenedioxyphenyl]-2-naphthoic acid, can be used to treat or prevent cervical cancers and precancers such as cervical dysplasias, including high grade and low grade dysplasias.",MX6,,,"","","",false
"Strontium chloride (Sr-89), initially FDA-approved in 1993, is used as a paliative therapeutic option to help relieve the pain from bone metastases. Strontium chloride is mainly used in cases of metastatic castrate-resistant prostate cancer.[A31264] Bone metastases is a common and severe complication presented in advanced stages of the disease. It is usually presented mainly in patients with prostatic and breast cancer, as well as in cancer of lung, bladder and thyroid. There has been some cases of apparent tumor regression which has given it a potential tumoricidal effect.[A31263]",Strontium chloride Sr-89,5R78837D4A,[Cl-].[Cl-].[89Sr++],"Alkaline phosphatase, placental-like; Alkaline phosphatase, tissue-nonspecific isozyme; Adenosine triphosphate (ATP); Sodium/calcium exchanger 1; Voltage-dependent T-type calcium channel subunit alpha-1I",P10696; P05186; ; P32418; Q9P0X4,ALPPL2; ALPL; ; SLC8A1; CACNA1I,true
"According to Nemunaitis J., et al, ""L523S is an immunogenic lung cancer antigen that has demonstrated preclinical safety when the gene is injected intramuscularly as an expressive plasmid (pVAX/L523S) and when delivered following incorporation into an E1B-deleted adenovirus (Ad/L523S)."" [A175909] It has been investigated as a lung cancer vaccine.",L523S,,,"","","",false
"Trifluridine is a fluorinated pyrimidine nucleoside that is structurally related to [idoxuridine] [A35271]. It is an active antiviral agent in ophthalmic solutions used mainly in the treatment of primary keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex virus. It displays effective antiviral activity against Herpes simplex virus type 1 and 2 [A35271]. 

The combination product of trifluridine with tipiracil marketed as Lonsurf has been approved in Japan, the United States, and the European Union for the treatment of adult patients with metastatic colorectal cancer who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF biological therapy, and if RAS wild-type, an anti-EGFR therapy. In the anticancer therapy, trifluridine acts as a thymidine-based nucleoside metabolic inhibitor that gets incorporated into DNA of cancer cells following cell uptake to aberrate DNA function during cell replication [F649].",Trifluridine,RMW9V5RW38,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,"Thymidylate synthase; DNA; Thymidine kinase, cytosolic; Thymidine phosphorylase; Solute carrier family 22 member 6; Sodium/nucleoside cotransporter 1; Equilibrative nucleoside transporter 1; Equilibrative nucleoside transporter 2; Serum albumin",P04818; ; P04183; P19971; Q4U2R8; O00337; Q99808; Q14542; P02768,TYMS; ; TK1; TYMP; SLC22A6; SLC28A1; SLC29A1; SLC29A2; ALB,true
"TAK-448 has been used in trials studying the treatment of Prostate Cancer, Low Testosterone, Prostatic Neoplasms, and Hypogonadotropic Hypogonadism.",TAK-448,YO029HR229,[H][C@]1(C[C@@H](O)CN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NNC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)NC)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O,"","","",false
"Ozarelix has been used in trials studying the treatment of Prostate Cancer, Benign Prostatic Hypertrophy, and Benign Prostatic Hyperplasia (BPH).",Ozarelix,Q1IF8M2YL3,[H]N=C(N([H])[H])N([H])CCC[C@H](N([H])C(=O)[C@H](CCCC)N([H])C(=O)[C@@H](CCCCN([H])C(=O)N([H])[H])N([H])C(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)N([H])C(=O)[C@@H](CC1=CN=CC=C1)N([H])C(=O)[C@@H](CC1=CC=C(Cl)C=C1)N([H])C(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)N([H])C(C)=O)C(=O)N1CCC[C@H]1C(=O)N([H])[C@H](C)C(=O)N([H])[H],"","","",false
"WP1066 has been used in trials studying the treatment of Melanoma, Brain Cancer, Solid Tumors, and Central Nervous System Neoplasms.",WP 1066,63V8AIE65T,C[C@H](NC(=O)C(=C\C1=CC=CC(Br)=N1)\C#N)C1=CC=CC=C1,"","","",false
X-396 has been used in trials studying the treatment of Advanced Solid Tumors and Non-small Cell Lung Cancer.,X-396,7DR7JMB8BH,C[C@@H](OC1=CC(=NN=C1N)C(=O)NC1=CC=C(C=C1)C(=O)N1CCN(C)CC1)C1=C(Cl)C=CC(F)=C1Cl,"","","",false
"PIK3CA is under investigation in clinical trial NCT02957266 (Cervical Cancer Radiotherapy by Use of VMAT, Individualized Polyradiosensitization and Interstitial Brachytherapy).",PIK3CA,JQ83GG8LT2,,"","","",false
Vorolanib is under investigation in clinical trial NCT03904719 (CM082 and JS001 in Patients With Advanced Small-cell Lung Cancer (SCLC)).,Vorolanib,YP8G3I74EL,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,"","","",false
LY-3200882 is under investigation in clinical trial NCT04158700 (A Study of LY3200882 and Pembrolizumab in Participants With Advanced Cancer).,LY-3200882,19HY34R6UN,CC(C)(O)C1=CC(NC2=CC(OC3=CN(N=C3C3CCOCC3)C3CC3)=CC=N2)=CC=N1,"","","",false
Fluorocyclopentenylcytosine is under investigation in clinical trial NCT03189914 (RX-3117 in Combination With Abraxane® in Subjects With Metastatic Pancreatic Cancer).,Fluorocyclopentenylcytosine,0Z4A82I0JO,NC1=NC(=O)N(C=C1)[C@H]1[C@H](O)[C@H](O)C(CO)=C1F,"","","",false
"Thymoquinone is a natural compound with widespread protective effects, including anti-oxidative, anti-inflammatory, immunomodulatory, anti-cancer, and anti-microbial.",Thymoquinone,O60IE26NUF,CC(C)C1=CC(=O)C(C)=CC1=O,"","","",false
"Gallium maltolate is Titan’s novel oral agent in development for the potential treatment of chronic bacterial infections, bone disease and cancer.",Gallium maltolate,17LEI49C2G,[Ga+3].CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1,Ribonucleoside-diphosphate reductase large subunit,P23921,RRM1,false
"BMS-599626 has been used in trials studying the treatment of Cancer, Metastases, and HER2 or EGFR Expressing Advanced Solid Malignancies.",BMS-599626,2252724U5N,CC1=C2N(C=C1NC(=O)OC[C@@H]1COCCN1)N=CN=C2NC1=CC=C2N(CC3=CC=CC(F)=C3)N=CC2=C1,"","","",false
Bimiralisib is under investigation in clinical trial NCT02723877 (PQR309 and Eribulin in Metastatic HER2 Negative and Triple-negative Breast Cancer (PIQHASSO)).,Bimiralisib,6Z3QHB00LB,NC1=NC=C(C2=NC(=NC(=N2)N2CCOCC2)N2CCOCC2)C(=C1)C(F)(F)F,"","","",false
Oleclumab is under investigation in clinical trial NCT03819465 (A Study of Novel Anti-cancer Agents in Patients With Previously Untreated NSCLC).,Oleclumab,5CRY01URYQ,,"","","",false
Abagovomab is under investigation in clinical trial NCT00418574 (Efficacy Multicentre Trial of Immunotherapy Vaccination With Abagovomab to Treat Ovarian Cancer Patients).,Abagovomab,3YK0326U7X,,"","","",false
"GTI-2501 is a novel antisense drug which has shown a favorable safety profile in preclinical studies, and in a phase I clinical trial. The drug is in a phase II clinical trial in combination with docetaxel for the treatment of hormone refractory prostate cancer. Initial testing has demonstrated strong antitumor activity in preclinical studies in prostate cancer and a variety of other tumor types.",GTI-2501,G9AU73Z0Y0,,"","","",false
Crolibulin has been used in trials studying the treatment of Solid Tumor and Anaplastic Thyroid Cancer.,Crolibulin,9ENT43KY91,COC1=CC(=CC(Br)=C1OC)[C@@H]1C2=CC=C(N)C(N)=C2OC(N)=C1C#N,"","","",false
CM-4307 is under investigation in clinical trial NCT03602495 (Donafenib in 131I-Refractory Differentiated Thyroid Cancer).,CM-4307,41XGO0VS1U,[2H]C([2H])([2H])NC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,"","","",false
"An antineoplastic agent used to treat ovarian cancer. It works by inhibiting DNA topoisomerases, type I.",Topotecan,7M7YKX2N15,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,"DNA topoisomerase I, mitochondrial; DNA topoisomerase 1; ATP-binding cassette sub-family G member 2; P-glycoprotein 1; DNA; Multidrug and toxin extrusion protein 1; Multidrug and toxin extrusion protein 2",Q969P6; P11387; Q9UNQ0; P08183; ; Q96FL8; Q86VL8,TOP1MT; TOP1; ABCG2; ABCB1; ; SLC47A1; SLC47A2,true
"Estrone sulfate (as estropipate) is a form of estrogen. It has several uses such as: alleviate symptoms of menopause as hormone replacement therapy, treatment some types of infertility, treatment of some conditions leading to underdevelopment of female sexual characteristics, treatment of vaginal atrophy, treatment of some types of breast cancer (particularly in men and postmenopausal women), treatment of prostate cancer and prevention of osteoporosis.",Estrone sulfate,QTL48N278K,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3,Cytochrome P450 1A2; Cytochrome P450 3A4; Estrogen receptor alpha; Estrogen receptor beta; Sex hormone-binding globulin; Serum albumin; Cytochrome P450 2C9; Multidrug and toxin extrusion protein 1; Multidrug and toxin extrusion protein 2,P05177; P08684; P03372; Q92731; P04278; P02768; P11712; Q96FL8; Q86VL8,CYP1A2; CYP3A4; ESR1; ESR2; SHBG; ALB; CYP2C9; SLC47A1; SLC47A2,true
"SGN-15 is studied in the treatment of cancer. It combines a monoclonal antibody with the anticancer drug doxorubicin. Monoclonal antibodies are substances that are made in the laboratory and that can locate and bind to cancer cells. Doxorubicin is a type of anthracycline antitumor antibiotic. When it is combined with a monoclonal antibody, it forms a type of drug conjugate. Also called cBR96-doxorubicin immunoconjugate.",SGN-15,,,"","","",false
"MB07133 is a HepDirect prodrug of an activated form of cytarabine (araC), an anti-cancer drug that is used to treat leukemia but is ineffective against primary liver cancer. AraC's anti-cancer activity is associated with its ability to be converted to its biologically active form, araCTP. However, araC is only slowly converted to araCTP in the liver or in primary liver tumors due to low levels of an enzyme in the liver that is required for the conversion of araC to araCMP, the first step in the activation pathway of the drug. Higher doses of araC cannot be used to overcome this limitation due to bone marrow toxicity resulting from rapid activation in that tissue. MB07133 uses our HepDirect technology to target a prodrug form of araCMP specifically to the liver. Once in the liver cell, the prodrug is rapidly cleaved, producing araCMP, bypassing the rate-limiting enzyme. Once generated in the target tissue, araCMP is rapidly converted to araCTP, the cancer-killing active form. ",MBO7133,,,"","","",false
"Rigosertib has been used in trials studying the treatment and basic science of MDS, RAEB, Cancer, Hepatoma, and Neoplasms, among others.",Rigosertib,67DOW7F9GL,COC1=CC(OC)=C(\C=C\S(=O)(=O)CC2=CC=C(OC)C(NCC(O)=O)=C2)C(OC)=C1,"","","",false
"AZD8055 has been used in trials studying the treatment of Cancer, Lymphomas, Solid Tumors, MALIGNANT GLIOMA, and brainstem glioma, among others.",AZD-8055,970JJ37FPW,COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,"","","",false
Tiazofurine has potential clinical use in cancer treatment as it is a potential inhibitor of Inosine- 5’-monophosphate (IMP) dehydrogenase [A174991].,Tiazofurine,ULJ82834RE,NC(=O)C1=CSC(=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"","","",false
Tefinostat is under investigation in clinical trial NCT02759601 (Dose Escalation Trial of Tefinostat for Cancer Associated Inflamation in Hepatocellular Carcinoma (HCC)).,Tefinostat,ZAU91150SB,ONC(=O)CCCCCCC(=O)NC1=CC=C(CN[C@H](C(=O)OC2CCCC2)C2=CC=CC=C2)C=C1,"","","",false
"MK-1775 has been used in trials studying the treatment of LYMPHOMA, Neoplasms, Ovarian Cancer, Tongue Carcinoma, and Adult Glioblastoma, among others.",MK-1775,K2T6HJX3I3,CN1CCN(CC1)C1=CC=C(NC2=NC=C3C(=O)N(CC=C)N(C3=N2)C2=NC(=CC=C2)C(C)(C)O)C=C1,Wee1-like protein kinase,P30291,WEE1,false
Gemigliptin is under investigation in Type 2 Diabetes Mellitus. Gemigliptin has been investigated for the treatment of Cancer and Cisplatin Adverse Reaction.,Gemigliptin,5DHU18M5D6,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(C1)N=C(N=C2C(F)(F)F)C(F)(F)F,"","","",false
"Naptumomab Estafenatox has been used in trials studying the treatment of Pancreatic Cancer, Renal Cell Carcinoma, and Non-Small-Cell Lung Carcinoma.",Naptumomab estafenatox,93T929W6LC,,"","","",false
2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a is under investigation in clinical trial NCT01668823 (Photodynamic Therapy in Treating Patients With Lung Cancer).,2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a,DOB7Y3RSX0,CCCCCCOC(C)C1=C2NC(\C=C3/N=C([C@@H](CCC(O)=O)[C@@H]3C)C3=C4N\C(=C/C5=N/C(=C\2)/C(C)=C5CC)C(C)=C4C(=O)C3)=C1C,"","","",false
"Citarinostat is under investigation in clinical trial NCT02886065 (A Study of PVX-410, a Cancer Vaccine, and Citarinostat +/- Lenalidomide for Smoldering MM).",Citarinostat,441P620G3P,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,"","","",false
Fluzoparib is under investigation in clinical trial NCT03863860 (A Trial of Maintenance Treatment With Fluzoparib Versus Placebo in Relapsed Ovarian Cancer Patients).,Fluzoparib,TWF0ML1CK8,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN2N=C(N=C2C1)C(F)(F)F,"","","",false
Olaparib-bodipy FL is under investigation in clinical trial NCT03085147 (A Dye for the Detection of Cancer of the Tongue and Mouth).,Olaparib-bodipy FL,ZMX54372EH,CC1=CC(C)=C2C=C3C=CC(CCC(=O)N4CCN(CC4)C(=O)C4=C(F)C=CC(CC5=NNC(=O)C6=CC=CC=C56)=C4)=[N+]3[B-](F)(F)N12,"","","",false
"Dostarlimab is an IgG<sub>4</sub> humanized monoclonal antibody targeted against the human programmed death receptor-1 (PD-1).[L33320] PD-1 receptors are found on T-cells and, when activated, serve to inhibit immune responses - some cancers leverage this system by overexpressing PD-1 ligands, thereby effectively inhibiting the anti-tumor immune response that would typically attempt to destroy the cancerous cells.[A234379] Agents acting on the PD-1 pathway, such as [nivolumab] and [pembrolizumab], facilitate endogenous immune-mediated anti-tumor activity and may therefore be used to treat a wide variety of cancers, including those of the skin, lung, kidneys, and liver. 

In April 2021, dostarlimab was granted an accelerated approval by the FDA - as GlaxoSmithKline's dostarlimab-gxly (Jemperli) - for the treatment of adult patients with recurrent or advanced mismatch repair deficient (dMMR) endometrial cancer experiencing disease progression despite treatment with platinum-containing chemotherapy regimens.[L33340] As this accelerated approval was granted only for the treatment of dMMR endometrial cancers, it was approved alongside a companion diagnostic device - the VENTANA MMR RxDx Panel - for use in selecting appropriate patients for treatment.[L33340]

Dostarlimab is currently under investigation for the treatment of rectal cancers with mismatch repair deficiency. A prospective phase II study in patients with mismatch repair-deficient locally advanced rectal cancer resulted in all twelve patients exhibiting a complete clinical response.[A248905]",Dostarlimab,P0GVQ9A4S5,,Programmed cell death protein 1,Q15116,PDCD1,true
